Gene,CellType,Cohort,Diagnosis,Sex,Individual,Residuals
ANKRD24,0.545880618,0.074661998,0.001960296,0,0.151278855,0.226218233
ANKRD26,0.535590754,0.127882797,0,5.19E-11,0.194362836,0.142163613
ANKRD27,0.509498684,0.066477432,0,0.006070462,0.167436043,0.250517381
ANKRD28,0.79197741,0.054977081,8.30E-05,1.59E-11,0.025106607,0.127855915
ANKRD29,0.875451799,0.00286934,0.000788494,0.000677193,0.024589135,0.09562404
ANKRD30B,0.776445698,0.025248323,0.001860927,0,0.031925874,0.164519178
ANKRD30BL,0.505132386,0.160601913,7.35E-11,0,0.144360967,0.189904733
ANKRD31,0.208038303,0.043531122,0.009867029,0,0.16483742,0.573726126
ANKRD33B,0.809254473,0.000544785,1.89E-11,0,0.057854191,0.13234655
ANKRD34C-AS1,0.876678222,0.009545966,0.001255854,0,0.032820169,0.079699788
ANKRD35,0.353820899,0.101629776,0.000292202,2.16E-10,0.109578816,0.434678307
ANKRD36,0.367233211,0.224427773,0,2.65E-10,0.303432743,0.104906273
ANKRD36B,0.207605925,0.265975447,0.048096324,0,0.340711611,0.137610693
ANKRD36C,0.243848985,0.322890748,0.057539293,0,0.275672875,0.100048099
ANKRD37,0.037048992,0.166187673,0.111926179,0.000101604,0.265689624,0.419045926
ANKRD39,0.201972816,0.143898791,0.006926179,0,0.105341644,0.541860569
ANKRD40,0.27684199,0.238987636,0,0,0.124262168,0.359908205
ANKRD42,0.619734439,0.031700438,0,0,0.139805212,0.208759912
ANKRD44,0.840672482,0.004772328,0.000867494,1.16E-10,0.001225333,0.152462363
ANKRD45,0.592636423,0.027599279,0,0.002648134,0.039839376,0.337276788
ANKRD46,0.312365535,0.01286207,0.012682705,2.69E-10,0.311366435,0.350723254
ANKRD49,0.150094218,0.322224162,0.01050309,0,0.250636125,0.266542405
ANKRD50,0.573879479,0.025278664,0.14273216,0,0.055150241,0.202959456
ANKRD52,0.061082541,0.115036764,0,0.014473395,0.282044563,0.527362736
ANKRD54,0.036376756,0.451615871,0.10920581,0.00188103,0.184562703,0.21635783
ANKRD55,0.74466956,0.003509494,0.002373688,0.002700876,0.039934039,0.206812343
ANKRD6,0.79061739,0.023734968,0.0007393,0.001907177,0.030917894,0.152083271
ANKRD62,0.662425769,0.018361306,0.008209865,0,0.033985825,0.277017236
ANKRD65,0.33337776,0.182685912,0.003739006,0,0.110482361,0.369714961
ANKRD7,0.647169553,0.09415483,0.001306825,1.13E-09,0.095856061,0.161512729
ANKRD9,0.392751697,0.22879396,0.005948581,0.000817855,0.056276545,0.315411362
ANKS1A,0.780196494,0.013840372,0,1.21E-08,0.006065797,0.199897325
ANKS1B,0.824054076,0.053885297,0.004930174,0.000703628,0.022654196,0.09377263
ANKS3,0.169368728,0.211092147,1.42E-10,0.025526256,0.269057606,0.324955263
ANKS6,0.514215741,0.054398985,0,0.007136998,0.182191593,0.242056682
ANKUB1,0.161133477,0.260962987,0.01566264,2.09E-10,0.209072111,0.353168785
ANKZF1,0.113755575,0.33131022,0,0,0.352799222,0.202134984
ANLN,0.894137226,0,0,0.000131374,0.002995188,0.102736212
ANO1,0.847303821,0.004316706,0,0.000461336,0.016804026,0.131114111
ANO10,0.616018253,0.070918169,0,0.006503947,0.088676572,0.217883059
ANO2,0.664191664,0.009753599,0,1.02E-10,0.008261703,0.317793034
ANO3,0.921649104,0.007696914,1.16E-11,0.000352386,0.013462531,0.056839065
ANO4,0.896779627,0.008434189,0.001256636,0.000674822,0.007556813,0.085297912
ANO5,0.695333868,0.094973107,0.005219821,0,0.055229443,0.149243761
ANO6,0.555617216,0.023129054,0.001786875,4.02E-11,0.031538149,0.387928707
ANO7,0.143691355,0.054774734,0.000792343,0.001460971,0.145537749,0.653742848
ANO8,0.573989834,0.129118511,2.04E-05,0.004166276,0.056184665,0.236520269
ANP32A,0.758054542,0.007656736,0.004054275,0.000995559,0.023174164,0.206064724
ANP32B,0.637950152,0.010313635,0.000349968,5.51E-11,0.041647547,0.309738699
ANP32E,0.28121215,0.17054356,0.05268469,0.01132106,0.123662984,0.360575555
ANTXR1,0.791718815,0.034051283,0.010732286,0.000900691,0.02505483,0.137542096
ANTXR2,0.724159027,0.022602515,0.006843624,0.003916493,0.026046067,0.216432274
ANXA11,0.632361027,0.017985,0,2.34E-11,0.127176329,0.222477644
ANXA4,0.825410961,0.002061081,0.002659125,0,0.015783179,0.154085655
ANXA5,0.587208064,0.036705612,0,6.12E-09,0.019527679,0.356558639
ANXA6,0.502371963,0.130899818,0.005030732,5.73E-06,0.093622273,0.26806948
ANXA7,0.233685578,0.232683065,0,4.01E-07,0.180143528,0.353487428
AOAH,0.826498522,0.003650815,0.000803267,0,0,0.169047395
AOPEP,0.829608545,0.029179767,0.003966379,0,0.040955571,0.096289738
AP000229.1,0.585864231,0.017986873,4.69E-08,6.60E-05,0.113538744,0.28254411
AP000282.1,0.779649467,0.000731349,0,0,0.020598362,0.199020822
AP000317.1,0.455997781,0.041247818,0.024705303,0.013059865,0.144520597,0.320468637
AP000331.1,0.385195134,0.021727989,0.002135107,0,0,0.59094177
AP000442.1,0.013680341,0.310485527,0.131741707,0.002606964,0.276194177,0.265291285
AP000446.1,0.461087086,0.039257789,0,0,0.105970296,0.393684829
AP000462.1,0.147919607,0.225409327,0.128286383,1.45E-09,0.099965211,0.39841947
AP000487.1,0.2578553,0.045032918,0,0.012161832,0.295977252,0.388972697
AP000688.1,0.40122115,0.015765846,4.26E-09,2.30E-06,0.137657014,0.445353685
AP000721.2,0.489717811,0.027567356,5.69E-10,0.008085036,0.193305981,0.281323815
AP000766.1,0.066647966,0.033013361,0,4.30E-07,0.23510061,0.665237633
AP000787.1,0.060899092,0.349657651,0.166511175,0.003681849,0.189029431,0.230220803
AP000829.1,0.851836025,0.022481656,0.000220716,0.000216671,0.006344882,0.11890005
AP000842.2,0.119103189,0.152483572,0.170564974,0.009136639,0.233145299,0.315566327
AP000857.2,0.10021604,0.270515661,0.000780246,2.17E-10,0.28880482,0.339683233
AP000866.1,0.603935893,0.000558065,0,0,0.040761777,0.354744266
AP000873.2,0.177458812,0.059646269,9.19E-06,0.010659655,0.234810078,0.517415993
AP000892.1,0.094628107,0.334172676,0.097837255,0.004722959,0.226969465,0.241669538
AP000926.2,0.349785419,0.009800606,0.010403342,0.006034973,0.151332516,0.472643143
AP000943.2,0.78541574,0.006684574,0.001425667,5.82E-09,0.03842825,0.168045762
AP001011.1,0.038640838,0.382147275,0.028180665,0,0.333024812,0.21800641
AP001021.3,0.313162371,0.16462776,0.022743516,0,0.099581105,0.399885248
AP001029.2,0.301744233,0.009248749,9.51E-10,1.06E-08,0.102108552,0.586898454
AP001042.1,0.436025186,0.00754799,0.008954878,2.48E-09,0.144133885,0.403338058
AP001107.9,0.171711398,0.097336928,0.029013963,0.002269005,0.180092996,0.519575709
AP001172.1,0.305271574,0.167052134,0.02678425,9.57E-11,0.12755763,0.373334411
AP001266.2,0.095556506,0.318528789,0.208879733,0.007458721,0.191823229,0.177753022
AP001318.2,0.508260036,0.021714374,1.16E-10,0.002342074,0.121053666,0.34662985
AP001341.1,0.287025043,0.014583525,0.018356421,0,0.375395521,0.30463949
AP001347.1,0.553501739,0.061870424,0.017253465,0,0.146832799,0.220541573
AP001372.2,0.145353195,0.181255556,0,2.47E-09,0.163419975,0.509971272
AP001432.1,0.08183578,0.029677566,0,9.54E-11,0.091589528,0.796897125
AP001439.1,0.058304803,0.383172962,0.171214703,0,0.169216128,0.218091404
AP001442.1,0.066367747,0.339052186,0.241817168,9.44E-10,0.18988262,0.162880279
AP001462.1,0.064537582,0.110826824,0.021250037,0.016106909,0.31053935,0.476739297
AP001505.1,0.05678486,0.221181953,0,0.004343303,0.116436641,0.601253243
AP001528.1,0.602220896,0,0.001441628,1.43E-10,0.146951778,0.249385698
AP001599.1,0.337256104,0.002610133,0.005538315,0.011648534,0.112985621,0.529961295
AP001783.1,0.14310637,0.28982398,0.164205495,0.001173766,0.102292603,0.299397785
AP001816.1,0.153627473,0.329943793,0.113628079,0.004109193,0.097926632,0.300764829
AP001825.1,0.117656058,0.333863252,0.127909653,0.002764667,0.17564813,0.24215824
AP001831.1,0.103100665,0.250096903,0.134740362,0.006124607,0.214267567,0.291669895
AP001972.3,0.665967067,0.009132737,0.004733545,0.009948822,0.109585389,0.200632439
AP001977.1,0.075950367,0,0.016232045,1.75E-06,0.468043228,0.439772606
AP002026.1,0.634638499,0.008625594,0,0,0.035534251,0.321201655
AP002336.2,0.100516001,0.366554817,0.116779825,0.000903401,0.203854073,0.211391884
AP002360.1,0.191497445,0.221235368,0.150239086,0.000932152,0.11322428,0.322871668
AP002370.2,0.091571081,0.350933954,0.269262411,2.76E-09,0.096228455,0.192004097
AP002381.2,0.101401959,0.232734614,0.051146499,0.00744639,0.239430462,0.367840076
AP002433.2,0.060612375,0.005690673,0,0,0.133696984,0.799999968
AP002495.1,0.568549815,0.060110098,0.02502343,0,0.093592275,0.252724382
AP002518.2,0.161525256,0.290403835,2.72E-05,2.06E-09,0.167538153,0.380505568
AP002748.6,0.042229329,0.265925534,0.125919798,0.006452726,0.259805594,0.299667019
AP002762.2,0.167556798,0.159151262,0.078353087,0.000761547,0.068391198,0.525786109
AP002784.1,0.228123875,0.022827788,0.011264417,0,0.164640772,0.573143147
AP002812.2,0.262641374,0.109516221,0.01916133,0,0.227591091,0.381089984
AP002989.1,0.690913142,0.007098605,0.001148079,0.000571978,0.013902611,0.286365586
AP003025.1,0.261988936,0.201043902,0.123724448,0.00035805,0.038231922,0.374652742
AP003025.2,0.239588201,0.171715762,0.095981451,0,0.043576087,0.449138498
AP003049.2,0.25495752,0.146966866,0.054270352,1.62E-08,0.099295536,0.444509711
AP003059.2,0.725157295,0,0.009918525,2.64E-11,0.041148491,0.223775689
AP003066.1,0.735004141,0.004146108,0.00196147,2.24E-05,0.011481672,0.247384171
AP003086.1,0.238963701,0.239511206,0.095838679,9.38E-10,0.083163661,0.342522752
AP003100.2,0.608851442,0.030007789,0,0,0.037547368,0.323593401
AP003355.2,0.462989365,0.150257048,0,0.00053217,0.043020882,0.343200534
AP003393.1,0.441417161,0,0.004303473,0,0.224813607,0.329465759
AP003464.1,0.254840766,0.148275269,0.021815767,2.61E-10,0.066423878,0.50864432
AP003469.4,0.125386806,0.109842139,0.038092644,0,0.439324217,0.287354195
AP003486.1,0.10340137,0.278010634,0,0,0.096063239,0.522524757
AP003555.2,0.863897659,0.001096891,0,0.001644376,0.008299968,0.125061105
AP004608.1,0.490633461,0.041955682,0.037428094,0.014604119,0.174506419,0.240872224
AP005131.6,0.488416632,0.089839691,5.02E-11,0,0.017954593,0.403789084
AP005230.1,0.360057146,0.007887301,0.024798931,1.75E-09,0.301160532,0.306096088
AP005329.2,0.156525993,0.111628964,0.021037614,2.67E-10,0.051863541,0.658943887
AP005671.1,0.475923807,0.111116266,0.030605296,1.79E-06,0.052498071,0.329854773
AP005899.1,0.009031561,0.200137607,0,2.10E-10,0.420510197,0.370320634
AP005901.5,0.280853682,0.058303627,0.007243219,5.13E-08,0.151564726,0.502034694
AP006261.1,0.513643682,0.114855823,0.01310646,5.73E-05,0.134373243,0.223963521
AP006621.3,0.329641577,0.139465224,0.001748166,0.003814112,0.199080141,0.326250781
AP006623.1,0.215710244,0.189224541,0.152242609,0.019664316,0.117051184,0.306107106
AP1AR,0.157285342,0.049340107,0.426601241,3.05E-09,0.099348986,0.267424321
AP1B1,0.785251362,0.049589376,0.000289989,0,0.005219024,0.159650249
AP1G1,0.509860048,0.073660583,0.000666102,1.06E-10,0.133862977,0.28195029
AP1G2,0.343917046,0.179445987,0.014765591,0,0.212683684,0.249187691
AP1M1,0.389983661,0.092753747,0.008562602,2.97E-07,0.151650825,0.357048869
AP1S1,0.174385434,0.283828339,0.043972186,0.004510871,0.131496776,0.361806394
AP1S3,0.473739349,0.08905702,0.003298057,0.013592609,0.088605622,0.331707342
AP2A1,0.090869236,0.343019478,0,4.15E-11,0.230143014,0.335968272
AP2A2,0.2856934,0.149701195,0,0,0.29665273,0.267952675
AP2B1,0.194031294,0.132621785,0.06294321,0.010320532,0.189090609,0.410992571
AP2M1,0.093244718,0.389396225,0.048942176,0.001479946,0.192003287,0.274933648
AP2S1,0.139859509,0.25081592,0.008163205,0.010059809,0.214221689,0.376879869
AP3B1,0.876386768,0.025272404,0.004013994,0.000864344,0.009354587,0.084107902
AP3B2,0.624840304,0.082037885,0,0.008788768,0.131996942,0.152336101
AP3D1,0.228089972,0.233574857,7.50E-10,0,0.289151801,0.249183369
AP3M1,0.153550458,0.198067114,0.007541964,0.018236739,0.159716706,0.462887019
AP3M2,0.306726481,0.355866332,3.61E-09,9.87E-10,0.059557609,0.277849574
AP3S1,0.26970665,0.244083945,0.074794847,0.000199316,0.115599956,0.295615284
AP3S2,0.527044606,0.043760854,0,0,0.093179464,0.336015076
AP4B1,0.112145523,0.101464715,0,3.10E-10,0.222571339,0.563818423
AP4B1-AS1,0.033271526,0.232857787,0.083602921,0.001538129,0.22636775,0.422361886
AP4E1,0.437482916,0.17661775,0.018603814,1.85E-05,0.082627022,0.284650001
AP4M1,0.198267576,0.336642836,0.094410191,0.014462279,0.117936932,0.238280185
AP4S1,0.241883778,0.058702205,0.005555148,7.44E-10,0.159023693,0.534835175
AP5B1,0.178493428,0.1186359,0,1.82E-09,0.191100547,0.511770123
AP5M1,0.200972651,0.032148453,0.007945556,0.007049754,0.360211023,0.391672563
AP5Z1,0.192795217,0.326563499,0,0.002179569,0.2200388,0.258422915
APAF1,0.750478444,0.007121994,0,3.05E-11,0.008898679,0.233500883
APBA1,0.579552724,0.080303553,0,0,0.076636975,0.263506748
APBA2,0.456749852,0.087574436,1.55E-10,0,0.213342115,0.242333597
APBA3,0.075446731,0.12957333,0.03126356,0.001426802,0.269842468,0.49244711
APBB1,0.42621164,0.315568932,0,1.09E-06,0.09498383,0.163234509
APBB1IP,0.913603962,0.00033673,0.000441141,0.000194115,0,0.085424052
APBB2,0.926863511,0.011042815,0.001303866,7.75E-05,0.003066985,0.057645309
APBB3,0.110311439,0.423305822,0.036770402,0,0.132348015,0.297264322
APC,0.862110379,0.009672662,0.012333934,0,0.00900267,0.106880355
APC2,0.380620167,0.284779179,1.58E-05,0.002768216,0.060920505,0.270896153
APCDD1,0.85092171,4.05E-10,0,0.000704937,0.005760001,0.142613352
APEH,0.074505551,0.508827936,0,1.13E-10,0.149523735,0.267142778
APH1A,0.137306702,0.498754758,0.015061701,0,0.099664468,0.249212371
APH1B,0.274972283,0.065643907,0.052172922,0,0.220480538,0.386730349
API5,0.206877409,0.120598305,0.040518748,0.00038639,0.176284977,0.455334171
APIP,0.34382278,0.027842071,0,0.004964121,0.342002531,0.281368497
APLF,0.698629954,0.033415002,0.005549343,0.003066438,0.037786444,0.221552818
APLP1,0.454995885,0.209390643,0.016148799,7.83E-09,0.082641422,0.236823243
APLP2,0.344849859,0.155500413,0.227942305,0.003174513,0.067166608,0.201366302
APMAP,0.662522566,0.115823951,1.29E-10,1.63E-10,0.02983814,0.191815343
APOA1-AS,0.187812202,0.225172732,0.11640192,0,0.083127041,0.387486105
APOD,0.285287052,0.071315667,0,0,0.013426364,0.629970916
APOE,0.14254012,0.065861857,0,0.001925497,0.006537989,0.783134537
APOL2,0.109403162,0.021438276,0.013581084,1.01E-09,0.183024606,0.672552872
APOLD1,0.433324789,0.017971938,0.013094312,0,0.080600012,0.455008949
APP,0.673375234,0.040989508,0.020018817,2.66E-11,0.129273036,0.136343405
APPBP2,0.741672753,0.055781158,0.00015514,1.50E-08,0.054781105,0.14760983
APPL1,0.424695456,0.089830665,0,1.38E-06,0.117233719,0.368238778
APPL2,0.721582126,0.019793657,0.007998639,1.38E-16,0.022682189,0.227943389
APTR,0.256109231,0.038956138,0.035846597,0.004125645,0.235386306,0.429576082
APTX,0.235528639,0.010248895,0,0.015194075,0.318818427,0.420209965
AQP1,0.258695852,0.006305032,0.011176943,3.36E-09,0.003866615,0.719955554
AQP11,0.160636524,0.332688261,0.048536172,1.66E-08,0.108707134,0.349431894
AQP4,0.750438785,0.009863684,0.000182502,0.000227068,0,0.239287961
AQP4-AS1,0.793943951,2.27E-11,0.003128505,0.00020924,0.025407498,0.177310806
AQR,0.43113282,0.086610636,0.023262977,0.000922119,0.08625455,0.371816899
ARAP1,0.738794173,0.02847939,0.000746257,2.50E-05,0.030633763,0.20132143
ARAP2,0.902227239,0.014939727,0.002630407,0.001086301,0.006848657,0.072267669
ARCN1,0.134843774,0.179675116,0.195278347,3.90E-05,0.065711195,0.424452602
AREL1,0.289495703,0.031629949,0.004962393,2.87E-09,0.207663937,0.466248015
ARF1,0.091805062,0.351257483,0.125266584,0.008396423,0.188007988,0.23526646
ARF3,0.191269574,0.333140011,0.092277236,0.001744317,0.120404247,0.261164616
ARF4,0.063836055,0.347062674,0.133207749,0.004789891,0.150723824,0.300379807
ARF6,0.066300494,0.231302201,0.260073921,0,0.110188522,0.332134862
ARFGAP1,0.22153855,0.283065849,0,0,0.188913292,0.306482309
ARFGAP2,0.173271678,0.490490093,0.007686699,0,0.08494152,0.24361001
ARFGAP3,0.44087309,0.039274338,0.000486616,0.004117179,0.118860038,0.396388739
ARFGEF1,0.499394534,0.07738363,0,0,0.141601888,0.281619948
ARFGEF2,0.442427884,0.046260734,0.040771284,0,0.244992711,0.225547388
ARFGEF3,0.806181669,0.024308643,1.07E-07,0.001035104,0.030788883,0.137685594
ARFIP1,0.622295913,0.11731999,0.016324067,0,0.050327656,0.193732374
ARFIP2,0.006291021,0.526224411,0.066264442,0,0.171132889,0.230087236
ARFRP1,0.029829626,0.505736654,0.007879599,0,0.237096263,0.219457858
ARG1,0.622375693,0.000407154,0.002084353,3.15E-10,0.033685679,0.341447121
ARGLU1,0.304614174,0.232582483,0.006543073,0,0.309053087,0.147207183
ARHGAP1,0.757347592,0.058002557,0,3.43E-06,0.030091118,0.154555302
ARHGAP10,0.716669192,0.027717054,8.14E-11,0,0.049818699,0.205795055
ARHGAP12,0.805230846,0.015684358,0,0,0.004167459,0.174917337
ARHGAP15,0.849327543,0.00190196,0,0.000187236,2.62E-11,0.148583261
ARHGAP17,0.673505212,0.072804081,0.002091358,0,0.02455765,0.2270417
ARHGAP18,0.681657917,0.021314366,0.019977197,0.003140772,0.016556815,0.257352933
ARHGAP19,0.625466184,0.013753381,0,0,0.039126003,0.321654432
ARHGAP20,0.79020695,0.025074736,0.001033491,9.73E-05,0.042299542,0.141287994
ARHGAP21,0.82675706,0.035988269,0.006009223,0.001947144,0.03982286,0.089475443
ARHGAP22,0.804567648,0.006226109,0.00153815,0.000335222,0.005914522,0.181418348
ARHGAP23,0.861727011,0.014589788,0.000838054,6.90E-11,0.011646811,0.111198336
ARHGAP24,0.868526049,0.003089126,0.000168794,0,0.000606631,0.127609399
ARHGAP25,0.75094886,0.003632039,0.013002133,3.02E-07,0,0.232416666
ARHGAP26,0.723094743,0.026727329,0.01119205,0.00077368,0.014705033,0.223507167
ARHGAP27,0.790433955,0.006748856,5.33E-05,5.64E-11,0.003237711,0.199526163
ARHGAP28,0.783509701,0.021955636,0.003937294,0,0.023337836,0.167259534
ARHGAP29,0.706184183,0.005982912,0.000573325,0,0.032688053,0.254571526
ARHGAP31,0.903412536,1.50E-11,7.73E-05,2.15E-09,0.005605866,0.090904274
ARHGAP32,0.728069886,0.098817229,0.008741401,0.000243965,0.04059028,0.123537239
ARHGAP33,0.16579467,0.442705003,0,0.004078236,0.144104369,0.243317722
ARHGAP35,0.50883891,0.14394592,4.07E-09,7.05E-09,0.114847096,0.232368063
ARHGAP39,0.485185243,0.077233534,0.006995012,4.92E-10,0.11268447,0.317901741
ARHGAP42,0.903771982,0.007001472,0.000127722,0,0.002086017,0.087012807
ARHGAP44,0.917495409,0.01329893,3.54E-11,0.002656898,0.02353684,0.043011923
ARHGAP5,0.804747681,0.014453401,0.001293359,0.001450498,0.046567619,0.131487442
ARHGAP8,0.371459319,0,0,0,0.129764023,0.498776657
ARHGDIA,0.068091092,0.347168946,0.098660006,0.007957368,0.181602722,0.296519866
ARHGDIG,0.172909259,0.25515097,0.161796331,2.02E-09,0.139728133,0.270415304
ARHGEF1,0.662522847,0.056532123,0.002198503,0.002189352,0.057172206,0.21938497
ARHGEF10,0.82677475,0.010648848,0.000855778,2.99E-11,0.018513491,0.143207134
ARHGEF10L,0.768673485,0.026992992,0.000377155,0.003512603,0.025281127,0.175162638
ARHGEF11,0.290785937,0.190209531,0.020912579,0.010550516,0.193642411,0.293899027
ARHGEF12,0.727620008,0.068325661,0.005357194,4.49E-11,0.046499197,0.152197941
ARHGEF17,0.534843924,0.132302813,6.77E-10,0.00288132,0.091327413,0.23864453
ARHGEF18,0.49542366,0.053778198,0.000202179,0.004787001,0.181802832,0.264006131
ARHGEF2,0.769286585,0.063511793,0,0.002769675,0.031298597,0.13313335
ARHGEF25,0.35712048,0.193319528,0.023519304,2.54E-10,0.169793748,0.25624694
ARHGEF26,0.931816615,0.001855578,7.22E-05,0,0.000772188,0.0654834
ARHGEF26-AS1,0.866382031,0.006103978,0.00081555,0,0.007422931,0.11927551
ARHGEF28,0.802999512,0.0215974,0.006924024,0,0.020630775,0.14784829
ARHGEF3,0.372161001,0.003962328,0.016760502,0,0.056517663,0.550598505
ARHGEF33,0.587124082,0.000537895,0.001511642,0.005311303,0.088395824,0.317119255
ARHGEF37,0.845896691,0.005823293,3.59E-11,0,0.016699311,0.131580705
